Região,Temperatura,Umidade,Tipo de Solo,Inclinação,Chuva,Vibração,Risco,Nivel de Risco
C,25.96832064552047,57.647438878919985,Arenoso,Forte,Sem chuva,0.7297617375112236,2.9638496703610717,Baixo
C,36.89700028092353,61.88222480463482,Argiloso,Moderada,Sem chuva,0.5677172566921551,2.987968781330961,Baixo
B,17.56396290563909,54.995073976855004,Argiloso,Leve,Sem chuva,0.4283097730104097,1.1306245291797652,Baixo
B,29.476333448805548,46.096145899190624,Argiloso,Moderada,Sem chuva,0.12114167190720405,0.0,Baixo
D,30.76448901003458,54.964551621442936,Argiloso,Moderada,Chovendo,0.9717702244071825,5.602809151071258,Alto
D,30.468735572295003,74.05161455849083,Arenoso,Moderada,Sem chuva,0.48765092843537294,4.290819920145917,Médio
D,28.011421316442124,61.67934169596289,Arenoso,Leve,Sem chuva,0.35302527173795345,1.8889386445623269,Baixo
C,26.092714614893367,46.786395035512605,Rochoso,Moderada,Chovendo,0.24333660582630368,3.065423617717566,Baixo
D,27.771338985457092,46.83716517507112,Argiloso,Leve,Sem chuva,0.43390628448975693,0.34948496940672297,Baixo
B,20.09254774146232,56.922952032123035,Argiloso,Moderada,Sem chuva,0.2508280443545029,0.6756031140635177,Baixo
C,30.960852502536504,78.87891542392009,Argiloso,Moderada,Chovendo,0.318841844464363,7.142389301741242,Alto
C,35.463739197669135,41.67243026743289,Argiloso,Leve,Chovendo,0.36335448936680653,2.42409132609872,Baixo
B,32.55812287765934,60.463205440135624,Arenoso,Leve,Chovendo,0.9553177858790771,5.723800585482263,Alto
D,30.696618808491717,62.26821235298975,Rochoso,Leve,Sem chuva,0.29660939037158174,1.6495622315705967,Baixo
B,22.270213626908394,45.73521279687181,Arenoso,Leve,Chovendo,0.5643195870344406,3.367746284957898,Médio
C,26.765551323424845,47.38461278571701,Arenoso,Leve,Chovendo,0.1553310592455782,2.7200143541430633,Baixo
C,28.58260605588158,55.331252163949046,Arenoso,Leve,Sem chuva,0.5198571562935546,1.3608241401907506,Baixo
C,26.368204107329134,48.488707563680165,Argiloso,Leve,Sem chuva,0.45946640680614914,0.6024687520442001,Baixo
A,25.556268692073267,57.840471258651974,Arenoso,Leve,Sem chuva,0.5235439511761583,1.9956366352041035,Baixo
A,24.948415566068057,41.244740578894536,Arenoso,Moderada,Chovendo,0.5943591752634014,3.156859467973176,Baixo
D,28.11619230362491,52.8693820385136,Argiloso,Moderada,Chovendo,0.4419092635268743,3.9107552272447323,Médio
D,24.18949021360083,72.95208859087518,Arenoso,Moderada,Sem chuva,0.4753857532744737,3.619841645721317,Médio
B,27.061051656832838,61.07799121607211,Rochoso,Moderada,Chovendo,0.4292534808154447,4.225677355443928,Médio
A,28.2955842609245,78.95989495026001,Arenoso,Forte,Sem chuva,0.6831243780288196,5.627874788214483,Alto
C,25.9424469085753,57.5187138090294,Arenoso,Leve,Chovendo,0.7683972459228761,5.360456064619242,Médio
D,34.837357633010406,77.88855056530218,Argiloso,Leve,Sem chuva,0.7458408816812289,4.1851647552107005,Médio
A,20.14374070820388,72.45183881914298,Argiloso,Leve,Sem chuva,0.49054317477565706,3.7263477134566863,Médio
D,23.736706582101306,48.415266986967254,Arenoso,Forte,Sem chuva,0.30846066106701797,0.0,Baixo
A,30.319747902876856,75.97328449316373,Rochoso,Moderada,Sem chuva,0.6481826008589193,3.439822788482586,Médio
A,27.86248267515811,68.15845410773407,Rochoso,Leve,Chovendo,0.762160172100009,4.774288964712258,Médio
D,28.65584759201968,74.2023686207292,Arenoso,Moderada,Sem chuva,0.9326710970424659,4.938580293669555,Médio
C,37.347128014241264,63.407048161748605,Argiloso,Leve,Chovendo,0.5251390336634292,5.23345268895746,Médio
C,30.325487376502252,73.68882554496133,Rochoso,Leve,Chovendo,0.3452884129792197,5.563414672067689,Alto
C,24.642611828225967,79.33548525772324,Rochoso,Forte,Sem chuva,0.3856298940242848,3.4017274423133714,Médio
C,27.47271853102987,48.52280584296594,Arenoso,Forte,Sem chuva,0.3402571513956371,1.1474384577892809,Baixo
A,24.835265801058725,50.17124684152651,Rochoso,Leve,Chovendo,0.8966806459596952,3.849280051183386,Médio
B,30.55784124537386,60.42646517602357,Rochoso,Leve,Sem chuva,0.943409239940301,2.679480652342825,Baixo
D,28.070194397176564,62.958608617663856,Arenoso,Moderada,Chovendo,0.296054732862273,6.304346255856654,Alto
C,28.328139995999727,52.193656132361546,Arenoso,Leve,Sem chuva,0.7663411771126998,1.2839247856950455,Baixo
C,26.69556953583209,60.87812284918297,Argiloso,Leve,Sem chuva,0.12628610383747868,1.4158668653697348,Baixo
D,28.970453250883274,55.79265158690935,Rochoso,Moderada,Sem chuva,0.4086264366673313,1.19923719043345,Baixo
D,31.196040371313412,43.3370882477824,Arenoso,Moderada,Sem chuva,0.5786636270831427,0.2741700988699335,Baixo
C,27.699206295925347,52.73959499177811,Argiloso,Leve,Chovendo,0.4205767036274532,3.4125228920485675,Médio
D,28.33403751210403,74.0570264451837,Arenoso,Forte,Sem chuva,0.5512886790115623,5.4538833368685,Médio
C,26.771683502318446,58.75178257053883,Argiloso,Forte,Sem chuva,0.8977774460976251,2.7485567263603548,Baixo
C,21.828030321063533,62.62527928840076,Rochoso,Leve,Sem chuva,0.6487791274838575,1.5290617240855617,Baixo
C,24.426224056223184,60.09373091595138,Arenoso,Leve,Sem chuva,0.40667297209846387,2.2896733296424303,Baixo
A,29.94002585274466,59.08381823756834,Arenoso,Forte,Sem chuva,0.49261989453940846,1.6788376956683053,Baixo
C,25.999264376406757,51.779691438754895,Arenoso,Moderada,Sem chuva,0.6062369689832421,1.355619196028085,Baixo
D,19.901088216069518,55.28197843270432,Arenoso,Moderada,Sem chuva,0.7056591340884364,1.5508320452078261,Baixo
D,26.34957867989134,78.7120129266024,Arenoso,Leve,Sem chuva,0.5649268188508983,4.161584226982707,Médio
B,33.11218436382285,76.5413045758275,Arenoso,Moderada,Sem chuva,0.41642303578734946,5.061157529019893,Médio
B,24.925932040809236,46.60707628266442,Rochoso,Leve,Sem chuva,0.5759774847970647,0.6879450435583975,Baixo
B,33.54219391721941,47.75751615840551,Arenoso,Leve,Sem chuva,0.8410099470502914,1.8342087044523883,Baixo
B,32.82514964309898,46.60368364689343,Argiloso,Forte,Sem chuva,0.36492221079581855,0.6030501494572021,Baixo
C,30.89825811292379,44.36703826452846,Rochoso,Leve,Chovendo,0.4074233816922962,1.4252466684588774,Baixo
A,31.807062772482038,70.26579171415523,Rochoso,Moderada,Sem chuva,0.6129198993551888,3.3742320206506102,Médio
A,21.41082916745013,78.6186601421804,Arenoso,Leve,Sem chuva,0.14737005840780512,4.153969801921242,Médio
D,33.53645568110083,42.983524894180555,Arenoso,Moderada,Sem chuva,0.7113306532405927,0.08907795733605278,Baixo
D,25.01091427937015,45.42477505011106,Argiloso,Leve,Chovendo,0.5586182485417073,3.2632843132174707,Baixo
A,31.99478109742762,79.47789173260821,Arenoso,Moderada,Sem chuva,0.6481400143879215,5.292809637999118,Médio
D,29.05022365673792,42.00215490357939,Arenoso,Leve,Chovendo,0.23220083396659413,2.6056218124781045,Baixo
D,23.012238907861963,70.81193456527862,Argiloso,Moderada,Chovendo,0.3732117612133821,6.925360183889053,Alto
D,33.22916033251362,42.65207611912562,Argiloso,Moderada,Chovendo,0.28731005812763555,2.413348932744341,Baixo
A,24.54166473503689,65.17174935738515,Rochoso,Leve,Chovendo,0.49103326088007715,4.019020643493964,Médio
C,31.68315791127106,49.024249880575695,Arenoso,Leve,Chovendo,0.42821973546706477,3.6853372386502903,Médio
D,24.888067149747158,47.28757810935976,Arenoso,Forte,Sem chuva,0.33110085157795194,0.324724636361968,Baixo
C,30.12674063180835,47.03930883424964,Argiloso,Moderada,Sem chuva,0.9611518587366181,1.187655518409175,Baixo
C,27.10048398056821,49.291470115281946,Argiloso,Moderada,Sem chuva,0.2035892688468785,0.09304721445565087,Baixo
B,29.49055474403021,66.18997880804108,Rochoso,Leve,Chovendo,0.8668687196205751,4.828843154085026,Médio
A,32.20130489633618,64.8713280110313,Argiloso,Leve,Sem chuva,0.713186835094375,3.3108260947261314,Baixo
D,33.04700704071114,63.36285827969241,Rochoso,Leve,Chovendo,0.8239200344395938,5.3797012669840445,Médio
C,26.320239283974082,70.13653663238976,Arenoso,Leve,Chovendo,0.518320922071571,6.432513423393429,Alto
D,26.71339854478411,59.858694280341496,Rochoso,Leve,Sem chuva,0.6299000833858754,1.2304413447807208,Baixo
A,30.241659009755203,67.09841688321397,Rochoso,Moderada,Sem chuva,0.3949718777431334,2.425587006311635,Baixo
C,26.15202593860221,63.24561750730236,Arenoso,Forte,Sem chuva,0.9039889467593636,3.563857584556663,Médio
D,27.333163058588926,61.852595316720475,Rochoso,Moderada,Sem chuva,0.6930417135064749,2.830952289172212,Baixo
D,29.39666291897471,61.38637367414563,Argiloso,Moderada,Chovendo,0.47045384417101205,5.588116654335977,Alto
B,28.798239503577456,56.084676229573454,Arenoso,Forte,Sem chuva,0.5255739622692728,1.332183369438225,Baixo
C,29.49192551454623,74.37136063711931,Argiloso,Moderada,Sem chuva,0.28484354052898586,4.276823230939082,Médio
D,29.28241947840986,63.04045468012311,Arenoso,Moderada,Sem chuva,0.6707285669875308,2.7127309394018324,Baixo
C,28.325409495427905,79.34636176151338,Rochoso,Leve,Sem chuva,0.4860185785350169,2.7738546696980393,Baixo
A,39.907611218136296,77.41737538063575,Argiloso,Forte,Sem chuva,0.30554754000007955,4.694666856639252,Médio
A,35.397806858021575,75.00590308190992,Argiloso,Leve,Sem chuva,0.5562037375421152,3.9080460172903626,Médio
A,33.11277454628339,75.98049043360399,Argiloso,Moderada,Sem chuva,0.11466394265053456,3.63236982956116,Médio
C,15.665536948528938,76.34776076863488,Rochoso,Moderada,Chovendo,0.3157260430868494,5.86674250753241,Alto
C,26.71315866995599,56.006403763229926,Arenoso,Moderada,Chovendo,0.24375199312365578,4.788539553070012,Médio
C,24.618045129170795,79.85442024196851,Rochoso,Forte,Sem chuva,0.6285332441488541,4.792811233639523,Médio
B,26.460766828754327,72.754320039573,Rochoso,Forte,Sem chuva,0.8346103478295733,4.112231124737874,Médio
C,27.79794664834567,42.539525048913795,Argiloso,Moderada,Chovendo,0.33930820396367745,3.0282285650476886,Baixo
B,25.333764349905046,65.08518580832349,Arenoso,Moderada,Sem chuva,0.12586141858186797,2.522458594825139,Baixo
C,21.010694550730513,64.4421323595925,Argiloso,Moderada,Chovendo,0.7925876415788299,6.189451238152214,Alto
A,30.253051578561177,71.75915969948905,Rochoso,Forte,Sem chuva,0.8589972207301471,3.345913647930719,Baixo
D,28.946344460873142,72.27407614385014,Argiloso,Leve,Chovendo,0.27804868697670815,5.02845139734567,Médio
B,24.842853729691438,46.08819063460675,Rochoso,Moderada,Chovendo,0.799208417578374,3.163707451840269,Baixo
D,29.01030229614383,61.96751200725825,Argiloso,Moderada,Sem chuva,0.7676928562864777,1.8527024144604494,Baixo
B,33.989356819069016,75.40079441303553,Rochoso,Forte,Sem chuva,0.375162896466587,4.061431466498131,Médio
C,29.664534444828206,45.59367757667841,Rochoso,Moderada,Sem chuva,1.1027125660569763,1.4988100689164598,Baixo
D,30.961501516776625,76.70842349929892,Arenoso,Leve,Sem chuva,0.6645214341564357,3.867879425977338,Médio
D,29.910743666251626,78.86293149150475,Argiloso,Forte,Sem chuva,0.8616649370996878,5.7176322125114885,Alto
D,33.27901255780381,52.49871817734098,Argiloso,Moderada,Chovendo,0.6710273327764387,5.163207406372525,Médio
A,33.536951879664755,43.74657791230449,Rochoso,Leve,Chovendo,0.6810327722489268,3.0461360051743367,Baixo
C,27.839606910328257,61.59958334126887,Arenoso,Moderada,Sem chuva,0.3221200202985641,2.044768660289538,Baixo
C,36.278439337248486,70.25441807622714,Argiloso,Moderada,Sem chuva,0.34197570528882293,3.325583791532266,Baixo
D,29.570372681163978,46.74615282788773,Arenoso,Forte,Sem chuva,0.7314101954226172,0.8073240670608517,Baixo
A,31.783746660573556,67.96372428071174,Arenoso,Leve,Sem chuva,0.7332367476401659,3.765558749438874,Médio
C,26.859325691194265,64.67401586593171,Argiloso,Forte,Chovendo,0.9143713202384907,6.992026528817888,Alto
A,32.455415855833564,76.47069786951968,Rochoso,Leve,Chovendo,0.3476684943147384,4.878412993522695,Médio
B,29.115041583978748,53.236118920904644,Arenoso,Moderada,Sem chuva,0.3456351465450104,0.9140931939415167,Baixo
B,27.165791738733983,68.8147811997582,Rochoso,Forte,Sem chuva,0.16169060090646692,1.822155869142771,Baixo
A,34.39466950826087,64.02861782584306,Arenoso,Moderada,Chovendo,0.6518054085172956,6.594814861392193,Alto
A,30.688286818079366,76.6965347895877,Arenoso,Moderada,Sem chuva,0.5391830458846499,4.0156955897171365,Médio
C,27.02137248061034,55.045961908966945,Arenoso,Forte,Chovendo,0.373589149122344,5.8212688397996075,Alto
A,25.811788812701693,63.46505282552661,Argiloso,Moderada,Chovendo,0.19856529333881365,3.9476607083524575,Médio
A,21.281656809270427,66.55049050889802,Rochoso,Forte,Sem chuva,0.4119655942238397,1.1129211046908567,Baixo
B,24.552274816336258,55.813591267663796,Argiloso,Moderada,Sem chuva,0.6347156046657423,1.6908488096891154,Baixo
C,28.950505355466458,59.38491624037832,Rochoso,Moderada,Sem chuva,0.4237242656321589,2.023276169095431,Baixo
D,29.61061160482626,45.72809008054382,Rochoso,Forte,Chovendo,0.7154527331699626,3.4559204442638496,Médio
A,28.811770590096867,72.27774353481195,Argiloso,Moderada,Sem chuva,1.1885101801035485,4.181779063608671,Médio
A,25.55255452102159,79.52735857118412,Arenoso,Moderada,Chovendo,0.46450327597964375,7.553764829891143,Alto
A,26.93503465258492,49.73881635507251,Argiloso,Moderada,Sem chuva,0.37789197824031273,1.0056511781089184,Baixo
A,22.157555046366976,75.1960271223837,Argiloso,Forte,Sem chuva,0.39264651962135627,4.180196634430211,Médio
D,31.114860525286108,46.40640634334341,Argiloso,Moderada,Sem chuva,0.9667674928532803,1.2107656980468635,Baixo
A,20.861706425628316,57.449115148041514,Arenoso,Leve,Sem chuva,0.591120714896632,1.0193792601471077,Baixo
C,26.255461994395976,74.55917539809931,Argiloso,Leve,Sem chuva,0.5909562875331997,3.407605919031841,Médio
B,22.40298464391537,75.42280625181866,Argiloso,Leve,Sem chuva,0.27979571679056925,3.5166584252940414,Médio
C,25.594781927178207,68.09347143100337,Argiloso,Forte,Sem chuva,0.31029962680312667,3.2716035773155707,Baixo
A,32.03333643137888,79.64608636931357,Arenoso,Forte,Chovendo,0.263196271149528,9.299182471260103,Alto
D,25.589003819681576,61.16634214522327,Arenoso,Leve,Chovendo,0.9280598038272051,6.008056680930825,Alto
C,24.86941266268004,66.4322315775769,Argiloso,Forte,Chovendo,0.09555173110707225,6.22935214022215,Alto
A,18.77668141732517,61.81071704346478,Arenoso,Moderada,Sem chuva,0.36180545617762533,2.1344115275883837,Baixo
D,28.131303421728692,64.98197658203505,Argiloso,Leve,Sem chuva,0.6342183506026564,2.514749436668094,Baixo
B,22.512028919955014,52.687737115134816,Rochoso,Moderada,Sem chuva,0.7816654137591226,1.2770993850523875,Baixo
A,23.315359892258634,49.84625782387367,Rochoso,Forte,Chovendo,0.7943102344173006,4.207211514820741,Médio
B,33.7754599910342,54.68751255379237,Argiloso,Forte,Chovendo,0.4165301217924063,4.264831775819129,Médio
C,33.742166610298014,60.72201796055595,Rochoso,Forte,Sem chuva,0.25369711694384073,1.0977000750071118,Baixo
B,37.09513857340564,45.90387567023627,Argiloso,Forte,Chovendo,0.2910652872571914,3.9766332890681824,Médio
C,30.041574160150734,77.83851175328263,Arenoso,Forte,Chovendo,0.3776645563661134,8.378696366986235,Alto
D,28.582555491486545,57.65589341834276,Argiloso,Moderada,Sem chuva,0.9552682551007496,2.2190294351443085,Baixo
C,27.32493164324722,56.87208057812518,Argiloso,Forte,Chovendo,0.16395182392840502,4.980164885991606,Médio
D,34.17703859523634,56.93745163161468,Rochoso,Forte,Chovendo,0.5549195145910503,4.953061726158158,Médio
B,31.469461826690836,57.7692582199723,Argiloso,Leve,Chovendo,0.5455716546484929,4.024012840421586,Médio
C,27.27952763502967,53.552458069640906,Arenoso,Leve,Sem chuva,0.19537527175699895,0.803870564135155,Baixo
C,26.829700002631338,68.48043188664809,Arenoso,Moderada,Chovendo,1.1359225674231694,7.017152754136959,Alto
A,33.16339963429387,77.76026062568991,Argiloso,Forte,Sem chuva,0.6830390887670145,5.564223439028574,Alto
A,34.692608647323645,61.889246580723125,Argiloso,Forte,Chovendo,0.29319676643361386,5.767044469525029,Alto
C,27.611459024393433,40.92851659663703,Arenoso,Leve,Chovendo,0.23088395570140532,2.156870128236663,Baixo
C,25.979216359205648,73.96941205418709,Rochoso,Leve,Chovendo,0.5116705065558437,5.286280071009383,Médio
C,26.928111332481624,56.88777045512508,Arenoso,Moderada,Sem chuva,0.3803392485886172,1.2137151684354428,Baixo
C,28.246044501471662,77.49958881154939,Argiloso,Moderada,Chovendo,0.6027290741050917,7.434612205917342,Alto
A,24.401083664353134,57.20428110940554,Argiloso,Moderada,Sem chuva,0.382041070228749,1.2338095433415537,Baixo
C,30.87460445877379,59.741343845361826,Argiloso,Forte,Sem chuva,0.8619427161346042,2.5532432794319684,Baixo
A,37.132439209516406,62.54889697460656,Rochoso,Moderada,Sem chuva,0.17745294339488082,1.5105800769463382,Baixo
A,30.669230549101773,70.1110968348992,Argiloso,Moderada,Sem chuva,0.30927167761575675,3.2211445828428213,Baixo
B,29.218814410929195,77.91366045439021,Arenoso,Forte,Sem chuva,0.7890907511573458,5.64654822441342,Alto
A,30.34633755874558,78.75523283238556,Arenoso,Moderada,Sem chuva,0.16922552560820192,4.185936236832232,Médio
B,32.04276082296668,63.70268605811809,Argiloso,Leve,Chovendo,0.6399384686597692,5.452328697771018,Médio
B,28.603881664238802,41.79806729266787,Argiloso,Moderada,Sem chuva,0.31945201663148615,0.0,Baixo
A,29.66970622725238,43.45059259709928,Rochoso,Leve,Chovendo,0.2761028155189353,2.6036694114085464,Baixo
C,29.065920605102534,43.45544164268886,Argiloso,Moderada,Sem chuva,0.273183320350774,0.0,Baixo
D,24.694374332363854,71.9742434705451,Argiloso,Moderada,Chovendo,0.26921703636806954,6.238350354257617,Alto
C,32.19350740415592,66.56647335464449,Argiloso,Leve,Chovendo,0.7589895036590434,5.200446594370471,Médio
A,22.157332080888963,52.97474874662022,Rochoso,Leve,Chovendo,1.0466242747756769,4.806297581584896,Médio
C,20.063944609461828,70.76553235866575,Arenoso,Forte,Sem chuva,0.2051344713726658,3.243466962315551,Baixo
B,26.03176618457061,70.00323090668914,Argiloso,Moderada,Sem chuva,0.7720802744876342,3.6729524958942483,Médio
B,28.499649102634862,66.9890064967187,Arenoso,Forte,Sem chuva,0.5302204020365506,3.7869252376253706,Médio
C,28.81831153864293,51.921531638918154,Argiloso,Moderada,Sem chuva,0.20247546947296216,0.8830754057644146,Baixo
B,24.04985296738571,66.63322271051261,Arenoso,Leve,Sem chuva,0.7550696371014572,3.178886784558864,Baixo
C,26.350256395595956,64.79282611694211,Argiloso,Leve,Chovendo,0.6743559498374154,4.937722804170075,Médio
A,30.9388158010255,57.106010864448855,Argiloso,Moderada,Chovendo,0.4590724325668398,4.957277181568341,Médio
B,24.097862894678926,45.39861195164014,Arenoso,Leve,Chovendo,0.6073358886393206,3.2406374579468706,Baixo
B,22.718102781762543,58.7365241485561,Argiloso,Moderada,Sem chuva,0.2343221859275011,2.3476660005277368,Baixo
D,26.58816425059087,79.89497650075643,Argiloso,Forte,Chovendo,0.16198001546883023,7.946084489828164,Alto
D,34.27536197752902,52.98855711151943,Arenoso,Moderada,Sem chuva,0.4258456815610056,1.2060845611618547,Baixo
B,27.16627880065045,49.85936950422456,Rochoso,Forte,Sem chuva,0.38903115783872766,1.4861477075657228,Baixo
B,32.516909647763406,50.57954483263461,Arenoso,Forte,Sem chuva,0.3196982645482671,0.5057547213382731,Baixo
D,28.13681909292412,56.33882997144147,Arenoso,Leve,Chovendo,0.6367204766165527,4.538006547206308,Médio
